id,date,text,label
1319184605845557248,2020-10-22 07:51:33+00:00,@Lean_mick @afdimbundestag The core is: We can not simply deport every criminal refugee.The dignity of the criminal is inviolable.The human rights are also valid for criminals.,3.0
1234771548613095425,2020-03-03 09:24:12+00:00,"With the tram from Max-Weber-Square easy to reach.#Wirbeitplatz tonight in Munich at 18.30 - we have to be many, we have to be loud and above all show our human face!The situation of refugees in #Greece is unbearable!https://t.co/1ahgznjmg9",0.0
1322121412363096065,2020-10-30 10:21:23+00:00,"Terrorist, 21, der drei in der netten Kirche nur Wochen nach Ankunft in Frankreich über Lampedusa getötet hat.Zweifellos wären die #usfulidiots-Leftsehne wie @_kran_ mit ihren #refugeeswelcome-Zeichen ausgegangen, wenn er den Kanal https://t.co/ws4vkvojmh über @mailonline überschritten würde",1.0
1235231701967736832,2020-03-04 15:52:41+00:00,"Nothing learned: The new #refugeeswelcome is called #Wirbeitplatz.Again, the usual suspects of politics, media and asylum lobby make mood for the mass recording of migrants.A comment by Kurt Zach.https://t.co/dthfuw3cso",1.0
1305506881365045248,2020-09-14 14:01:10+00:00,"@Realthingulli @Georg_pazderski @ Tasso2803 In the refugee question, this woman should just do nothing, then she does not go wrong, because you have to owe the biggest mess in this matter.The refugees in GR usually want to Mama Merkel, because that mine, she invited her !!!",1.0
1235488340658606081,2020-03-05 08:52:29+00:00,"A suggestion to the #Wirbeitsplatz faction.How would if each municipality can take refugees, if there is no single homeless more in this municipality?",1.0
1258809820678959105,2020-05-08 17:23:43+00:00,"In solidarity with all of racism affected #hanauwarkeinzelfall
#Racism Kills
# Justicefürarkan
#Keeping
#Leavenoonebehind
#Keissenstrich
#Blacklivesmatter https://t.co/auwt6cqsre",0.0
1310860521143447552,2020-09-29 08:34:37+00:00,@ Lars_kruse_1973 @faznet @astaFrankfurt Article not read?It is not about where he was a member or is that he represents himself against democratic fundamental rights such as asylum law or general electoral law.This may not be due to a Jura-prof.,0.0
1322170450714206208,2020-10-30 13:36:14+00:00,Nice assassin came as a refugee to Europe https://t.co/qhcfqh4pt5,1.0
1234078982007644160,2020-03-01 11:32:12+00:00,"Refugees pushing at EU external border |Turkey opens the boundaries https://t.co/2gktzfc5c7 via @Youtube

# Turkey #europa #Flutechtwelle # Suriya39 #news #News #syria https://t.co/znffqpnlx0",3.0
1321947153862971398,2020-10-29 22:48:56+00:00,So schön ausgedrückt.#RefugeesWelcome https://t.co/nht257vm6m.,0.0
