id,date,text,label
1196443470996627457,2019-11-18 15:02:06+00:00,⁦@odo_kate⁩ tells us #AsylumSeekers often do not see themselves as candidates for preventive #healthcare - ‘hostile environment’ impacts on #health and #wellbeing #NAPCRG2019,2.0
1230872650517565440,2020-02-21 15:11:23+00:00,"Checkout ""Immigration Detention: The Agony in Haunting Pictures"" http://bit.ly/2GDvkPt by @TobarWriter #NYT Op-Ed about power of art to drive change.  #ImmigrationReform #Immigration #AsylumSeeker",0.0
1246154490610364417,2020-04-03 19:15:57+00:00,Learn how #EUsolidarity helps to fight #coronavirus and its impacts. https://bit.ly/3bOqwFN,0.0
1168534106109612033,2019-09-02 14:40:15+00:00,"Home Office moves swiftly after Guardian reports on filthy living conditions of #AsylumSeekers
homes.


https://www.theguardian.com/uk-news/2019/aug/27/investigation-prompts-rapid-upgrades-to-asylum-seekers-homes",0.0
1188905266525474817,2019-10-28 19:47:58+00:00,"#Euro #EU #EZB #Transferunion #Targets19 

""Damit wird die Medizin zum Überwinden einer ursprünglich wirtschaftlich bedrohlichen Lage für den Euro zunehmend schädlicher als die ursprüngliche Krankheit.""

https://www.tichyseinblick.de/wirtschaft/das-draghiat-und-die-folgen-fuer-die-wirtschaftsordnung/",1.0
1189965073063780358,2019-10-31 17:59:16+00:00,"Richtig so...was ist schon die #EU, ausser eine Abzocke-Firma !
#Migrationskrise in Europa: Drei #Länder haben EU-Recht gebrochen – EU-Gutachterin
https://www.zaronews.world/zaronews-presseberichte/migrationskrise-in-europa-drei-laender-haben-eu-recht-gebrochen-eu-gutachterin/

#BRDParteienVerbotJETZT",1.0
1258069569178124289,2020-05-06 16:22:13+00:00,"[#UNHCR UPDATE April 2020] Libyan Coast Guard - Activities at Disembarkation - SAVING LIVES @ SEA - 3,078 people rescued so far 👍 @YlvaJohansson #migrantcrisis #Frontex #united4rescue #LibyscheKüstenwache #Seenotrettung📰 read 👉 https://reliefweb.int/sites/reliefweb.int/files/resources/76022.pdf",0.0
1258158305735819267,2020-05-06 22:14:50+00:00,"A ICE detainee from Otay Mesa Detention Center has died from #COVID19. 


#USA #US #ICE #asylumseekers",3.0
1170812873297354753,2019-09-08 21:35:16+00:00,Are we using football to dissuade the political issues in europe ? #EuropeanUnion #PoliticsLive #eurocrisis  https://ec.europa.eu/commfrontoffice/publicopinionmobile/index.cfm/ResultDoc/download/DocumentKy/68126,2.0
1191445841061568518,2019-11-04 20:03:19+00:00,The @UN Independent Expert on Sexual Orientation and Gender Identity supports LGBTI people who face increased discrimination and violence. Thank you @UNhumanrights for reaffirming this vital position standing with LGBTI people everywhere. #LeaveNoOneBehind #IESOGI #GlobalCitizen,0.0
1239494647426269185,2020-03-16 10:12:07+00:00,#Steinmeier: #EU darf sich in #Flüchtlingskrise nicht erpressen lassen https://www.berliner-sonntagsblatt.de/Steinmeier-EU-darf-sich-in-Fluechtlingskrise-nicht-erpressen-lassen-183295.html #Nachrichten #Politik #Wirtschaft #berlinersonntagsblatt #Deutschland #Fluechtlinge #Greece_under_attack,2.0
1224780100274515968,2020-02-04 19:41:45+00:00,"@kevinb16199864 Please, Italy #ExitEU #WithdrawFromUN#SaveYourDemocracy",1.0
1244283614268923904,2020-03-29 15:21:45+00:00,@AuswaertigesAmt 50 Mio Euro für die Rückholung deutscher Urlauber*innen aber kein Cent für die Evakuierung der Geflüchteten auf den Griechischen Inseln. Shame! ACT NOW! #LeaveNoOneBehind #WirHabenPlatz #GrenzenTöten,0.0
1252154824625455104,2020-04-20 08:39:08+00:00,#refugees #refugeecrisis 1 author encyclopedia site:Will Islam take over Europe or will #Muslims gradually integrate http://bit.ly/SesVJ7,2.0
1255924225698861057,2020-04-30 18:17:24+00:00,"""Rather than fueling inequality by competing aggressively with each other, European countries should move toward joint taxation and democratic governance.""

Thomas Piketty: Willing #EU countries should spearhead fiscal union https://www.politico.eu/article/thomas-piketty-willing-eu-countries-should-spearhead-fiscal-union/

#FiscalUnion #Coronabonds #Tax",0.0
1174328481708199939,2019-09-18 14:25:02+00:00,"From our #UKEU #finreg meeting: No politician would dare push #fiscalunion through the front door, hopefully not through back door, #eurobonds imply undemocratic transfer of public funds",1.0
1259048948305715203,2020-05-09 09:13:55+00:00,"OMG! das ist die Antwort auf Rezo. 1h Beruhigungsmusik für Coronazeiten oder die Toilettenanlage im Bundestag. 800.000 Klicks.
#Wirschaffendas https://twitter.com/moylato/status/1259044762860105729",3.0
1235873292336193536,2020-03-06 10:22:08+00:00,"Leider verwendet der @ORF wieder den Begriff #Flüchtlingswelle, der Menschen als #Naturkatastrophe darstellt.

In letzter Zeit war mir zB bei @ArminWolf der Begriff #Flüchtlingsbewegung positiv aufgefallen. Bitte nicht dahinter zurückfallen!

Hintergrund:
https://www.spiegel.de/politik/deutschland/das-falsche-reden-ueber-fluechtlinge-gastbeitrag-a-1082396.html",0.0
1210495898733731840,2019-12-27 09:41:26+00:00,"100.000de Messermänner ins Land schleusen und dann Messerverbotszonen einführen wollen! 
#Merkel #SPD #CDU #CSU #Flüchtlinge #Idioten https://twitter.com/ZhangDanhong/status/1210489941190426624",1.0
1262167982236561416,2020-05-17 23:47:51+00:00,"Terror and Hope, The Science of Resilience examines the impact of war on #refugees through the work of an international team of scientists and humanitarians. Free global online premier: https://bit.ly/WRDstream #unhcr #worldrefugeeday #refugeeswelcome #ACEs #scicomm #humanrights",0.0
1223616203387822080,2020-02-01 14:36:51+00:00,#Putin über die wahnsinnige #Flüchtlingspolitik und verrückten Gerichtsurteile in der #EU. #Merkel #Seehofer #Asylkrise #Justiz https://twitter.com/FfFrauki/status/1223596614532640771,1.0
1225087711947710465,2020-02-05 16:04:06+00:00,🌍⚓️🇪🇺 Kaum 5 von 100 #schutzbedürftigen #Flüchtlingen finden eine neue Heimat – die neusten Entwicklungen und #Hintergründe zur #Migrationskrise https://www.nzz.ch/international/ex-innenminister-matteo-salvini-droht-ein-weiteres-verfahren-wegen-seiner-blockaden-der-rettungsschiffe-im-mittelmeer-die-neusten-entwicklungen-und-hintergruende-zur-migrationskrise-ld.1535949?mktcid=smsh&mktcval=OS%20Share%20Hub,0.0
1264288275130392584,2020-05-23 20:13:08+00:00,@faznet Klingt ziemlich konstruiert. #Refugeesnotwelcome,1.0
1227334598666969088,2020-02-11 20:52:25+00:00,"@TheNastyLee @Nature_and_Race They had descendants of black slaves in USA.
No such thing in Europe, so they're invading us with third world ""refugees"".
This is a war.
#Remigration #WhiteGenocide",1.0
1200776725862473728,2019-11-30 14:00:55+00:00,"„Rund die Hälfte d. #Migranten verlasse das Zentrum mit der Krankenerfassung, noch bevor das #Asylverfahren zu einem Ergebnis komme. ... Der Migrant zieht weiter &amp; mit ihm als Träger eben auch die Diagnose &amp; die #Krankheit.“
Was ist mit einer präventiven #Quarantäne? #Tuberkulose https://twitter.com/globaldefence/status/1200288021284839425",2.0
1174636693456150534,2019-09-19 10:49:46+00:00,"#RT @EchoPRN: RT @AndyWinhart: Eine Frechheit wie sich selbstgerechte Gutmenschen im Talar über das #Asylrecht hinwegsetzen. 
Da helfen keine durch Kirchensteuern beglichenen Geldstrafen. ""Nur eine mögliche Haftstrafe kann hier als Abschreckung dienen"" -… https://twitter.com/AndyWinhart/status/1174587747748777984/photo/1",1.0
1219325767886176256,2020-01-20 18:28:11+00:00,"Quick - there's not much time to email your MP to ensure child refugees can reunite with family. I just emailed my MP, do the same now. #scrap37 #refugeeswelcome  http://act.newmode.social/615789633t",0.0
1232733969155796992,2020-02-26 18:27:35+00:00,"@BILD Hmm eh klar, so wie ihre angebetete #Merkel 2015 die #Flüchtlingskrise im Griff hatte.",1.0
1261572663409020928,2020-05-16 08:22:16+00:00,"@NerlichMichael @georgrestle Sorry, wer beklagt hat, dass 14/15 Menschen dabei waren, die weder einen Asylgrund hatten, noch #Flüchtling oder subsidiär schutzberechtigt waren, hatte schlicht Recht, stand aber dennoch in der rechten Ecke. Diese Schematisierung wiederholt sich. #corona #COVID19",1.0
1200390843422707714,2019-11-29 12:27:33+00:00,**What a week! Delivered boxes of donations to Swansea Humanitarian Aid Response Project yesterday!** #Refugees #RefugeesWelcome #worldfamily #sharethelove #kindness #love #donations #Wales,0.0
1235862534764163072,2020-03-06 09:39:24+00:00,"Our MEP @bricmontsaskia demanding more solidarity between EU Member States to tackle the dire situation for #asylumseekers and #refugees in Greece.


#stayhuman #Refugeesgr",0.0
1204074864203583489,2019-12-09 16:26:32+00:00,"#AsylumSeekers are NOT illegal. 
The way they are being treated IS illegal:


#Trump is violating BOTH International AND Domestic Law. #ImpeachAndRemove 


#CrimesAgainstChildren #CrimesAgainstHumanity #FamiliesBelongTogether 


 https://foreignpolicy.com/2019/08/07/trumps-asylum-policies-and-the-troops-who-enforce-them-are-breaking-the-law/",0.0
